2018,1,4056898,actxprxy.dll
2018,1,4056898,acwow64.dll
2018,1,4056898,adtschema.dll
2018,1,4056898,advapi32.dll
2018,1,4056898,afd.sys
2018,1,4056898,appinfo.dll
2018,1,4056898,atmfd.dll
2018,1,4056898,atmlib.dll
2018,1,4056898,bcrypt.dll
2018,1,4056898,bcryptprimitives.dll
2018,1,4056898,bfe.dll
2018,1,4056898,certcli.dll
2018,1,4056898,cng.sys
2018,1,4056898,combase.dll
2018,1,4056898,consent.exe
2018,1,4056898,dafwcn.dll
2018,1,4056898,dciman32.dll
2018,1,4056898,dfsc.sys
2018,1,4056898,diagnosticshub.datawarehouse.dll
2018,1,4056898,diagnosticshub.scriptedsandboxplugin.dll
2018,1,4056898,diagnosticstap.dll
2018,1,4056898,dumpfve.sys
2018,1,4056898,dxtmsft.dll
2018,1,4056898,dxtrans.dll
2018,1,4056898,f12tools.dll
2018,1,4056898,fdwcn.dll
2018,1,4056898,firewallapi.dll
2018,1,4056898,fltmgr.sys
2018,1,4056898,fontsub.dll
2018,1,4056898,fvevol.sys
2018,1,4056898,fwpkclnt.sys
2018,1,4056898,fwpuclnt.dll
2018,1,4056898,glcndfilter.dll
2018,1,4056898,hal.dll
2018,1,4056898,http.sys
2018,1,4056898,hvax64.exe
2018,1,4056898,hvix64.exe
2018,1,4056898,hvloader.exe
2018,1,4056898,hvservice.sys
2018,1,4056898,icfupgd.dll
2018,1,4056898,ie4uinit.exe
2018,1,4056898,ieapfltr.dll
2018,1,4056898,iedkcs32.dll
2018,1,4056898,iedvtool.dll
2018,1,4056898,ieetwcollector.exe
2018,1,4056898,ieetwcollectorres.dll
2018,1,4056898,ieetwproxystub.dll
2018,1,4056898,ieframe.dll
2018,1,4056898,iepeers.dll
2018,1,4056898,ieproxy.dll
2018,1,4056898,iernonce.dll
2018,1,4056898,iertutil.dll
2018,1,4056898,iesetup.dll
2018,1,4056898,ieui.dll
2018,1,4056898,ikeext.dll
2018,1,4056898,inetcomm.dll
2018,1,4056898,inetres.dll
2018,1,4056898,instnm.exe
2018,1,4056898,iphlpapi.dll
2018,1,4056898,jscript.dll
2018,1,4056898,jscript9.dll
2018,1,4056898,jscript9diag.dll
2018,1,4056898,jsdbgui.dll
2018,1,4056898,jsprofilerui.dll
2018,1,4056898,jsproxy.dll
2018,1,4056898,kdcsvc.dll
2018,1,4056898,kdhvcom.dll
2018,1,4056898,kernelbase.dll
2018,1,4056898,keyboardfiltersvc.dll
2018,1,4056898,keyboardfilterwmi.dll
2018,1,4056898,krnlprov.dll
2018,1,4056898,ksecpkg.sys
2018,1,4056898,lpk.dll
2018,1,4056898,lsasrv.dll
2018,1,4056898,microsoft-windows-system-events.dll
2018,1,4056898,mpsdrv.sys
2018,1,4056898,mpssvc.dll
2018,1,4056898,mqac.sys
2018,1,4056898,mqqm.dll
2018,1,4056898,mrxsmb.sys
2018,1,4056898,mrxsmb10.sys
2018,1,4056898,mrxsmb20.sys
2018,1,4056898,msaudite.dll
2018,1,4056898,msfeeds.dll
2018,1,4056898,mshtml.dll
2018,1,4056898,msobjs.dll
2018,1,4056898,msrating.dll
2018,1,4056898,msxml6.dll
2018,1,4056898,msxml6r.dll
2018,1,4056898,ncsi.dll
2018,1,4056898,ndistapi.sys
2018,1,4056898,ndproxy.sys
2018,1,4056898,netbios.sys
2018,1,4056898,nettcpip.dll
2018,1,4056898,networkinspection.dll
2018,1,4056898,nlaapi.dll
2018,1,4056898,nlasvc.dll
2018,1,4056898,nshwfp.dll
2018,1,4056898,ntdll.dll
2018,1,4056898,ntfs.sys
2018,1,4056898,ntoskrnl.exe
2018,1,4056898,ntvdm64.dll
2018,1,4056898,nwifi.sys
2018,1,4056898,ocspisapi.dll
2018,1,4056898,ocspsvc.exe
2018,1,4056898,ole32.dll
2018,1,4056898,p2p.dll
2018,1,4056898,p2psvc.dll
2018,1,4056898,pacer.sys
2018,1,4056898,pcadm.dll
2018,1,4056898,pcaevts.dll
2018,1,4056898,pcalua.exe
2018,1,4056898,pcasvc.dll
2018,1,4056898,pdc.sys
2018,1,4056898,peerdist.dll
