2019,1,4480964,acwow64.dll
2019,1,4480964,adtschema.dll
2019,1,4480964,amdk8.sys
2019,1,4480964,amdppm.sys
2019,1,4480964,arunres.dll
2019,1,4480964,autorun.dll
2019,1,4480964,bcrypt.dll
2019,1,4480964,bcryptprimitives.dll
2019,1,4480964,certcli.dll
2019,1,4480964,cmisetup.dll
2019,1,4480964,cng.sys
2019,1,4480964,combase.dll
2019,1,4480964,compatprovider.dll
2019,1,4480964,diager.dll
2019,1,4480964,diagnostic.dll
2019,1,4480964,dism.exe
2019,1,4480964,dismcore.dll
2019,1,4480964,dismcoreps.dll
2019,1,4480964,dismprov.dll
2019,1,4480964,drvmgrtn.dll
2019,1,4480964,du.dll
2019,1,4480964,folderprovider.dll
2019,1,4480964,fxppm.sys
2019,1,4480964,globcollationhost.dll
2019,1,4480964,hal.dll
2019,1,4480964,hvax64.exe
2019,1,4480964,hvix64.exe
2019,1,4480964,hvloader.exe
2019,1,4480964,hvservice.sys
2019,1,4480964,hwcompat.dll
2019,1,4480964,imagingprovider.dll
2019,1,4480964,instnm.exe
2019,1,4480964,intelppm.sys
2019,1,4480964,kdcsvc.dll
2019,1,4480964,kdhvcom.dll
2019,1,4480964,kerberos.dll
2019,1,4480964,kernelbase.dll
2019,1,4480964,krnlprov.dll
2019,1,4480964,ksecpkg.sys
2019,1,4480964,logprovider.dll
2019,1,4480964,lsasrv.dll
2019,1,4480964,microsoft-windows-system-events.dll
2019,1,4480964,mrxsmb.sys
2019,1,4480964,mrxsmb10.sys
2019,1,4480964,mrxsmb20.sys
2019,1,4480964,msaudite.dll
2019,1,4480964,msobjs.dll
2019,1,4480964,msrd2x40.dll
2019,1,4480964,msrd3x40.dll
2019,1,4480964,msv1_0.dll
2019,1,4480964,msxml6.dll
2019,1,4480964,msxml6r.dll
2019,1,4480964,ndistapi.sys
2019,1,4480964,ndproxy.sys
2019,1,4480964,netlogon.dll
2019,1,4480964,nlsbres.dll
2019,1,4480964,ntdll.dll
2019,1,4480964,ntfs.sys
2019,1,4480964,ntoskrnl.exe
2019,1,4480964,ntvdm64.dll
2019,1,4480964,ocspisapi.dll
2019,1,4480964,ocspsvc.exe
2019,1,4480964,ole32.dll
2019,1,4480964,pdc.sys
2019,1,4480964,pnpibs.dll
2019,1,4480964,processr.sys
2019,1,4480964,rascfg.dll
2019,1,4480964,rasdiag.dll
2019,1,4480964,rasmxs.dll
2019,1,4480964,rasser.dll
2019,1,4480964,reagent.dll
2019,1,4480964,rollback.exe
2019,1,4480964,rpcss.dll
2019,1,4480964,sdbapiu.dll
2019,1,4480964,setup.exe
2019,1,4480964,setup16.exe
2019,1,4480964,setupplatform.dll
2019,1,4480964,setupplatform.exe
2019,1,4480964,smiengine.dll
2019,1,4480964,spflvrnt.dll
2019,1,4480964,spprgrss.dll
2019,1,4480964,spwizeng.dll
2019,1,4480964,spwizres.dll
2019,1,4480964,ssshim.dll
2019,1,4480964,tm.sys
2019,1,4480964,unattend.dll
2019,1,4480964,unbcl.dll
2019,1,4480964,upgloader.dll
2019,1,4480964,upgreport.dll
2019,1,4480964,user.exe
2019,1,4480964,uxlib.dll
2019,1,4480964,uxlibres.dll
2019,1,4480964,vhdprovider.dll
2019,1,4480964,vmwp.exe
2019,1,4480964,w32uiimg.dll
2019,1,4480964,w32uires.dll
2019,1,4480964,wanarp.sys
2019,1,4480964,wdsclient.dll
2019,1,4480964,wdsclientapi.dll
2019,1,4480964,wdscore.dll
2019,1,4480964,wdscsl.dll
2019,1,4480964,wdsimage.dll
2019,1,4480964,wdstptc.dll
2019,1,4480964,wdsutil.dll
2019,1,4480964,wimprovider.dll
2019,1,4480964,win32ui.dll
2019,1,4480964,wincorlib.dll
2019,1,4480964,windows.globalization.dll
2019,1,4480964,windows.web.dll
2019,1,4480964,winload.exe
2019,1,4480964,winresume.exe
2019,1,4480964,winsetup.dll
2019,1,4480964,wintypes.dll
2019,1,4480964,wow32.dll
2019,1,4480964,wow64.dll
2019,1,4480964,wow64cpu.dll
2019,2,4487028,acwow64.dll
2019,2,4487028,amdk8.sys
2019,2,4487028,amdppm.sys
2019,2,4487028,appinfo.dll
2019,2,4487028,authui.dll
2019,2,4487028,consent.exe
2019,2,4487028,dhcpssvc.dll
2019,2,4487028,dnsapi.dll
2019,2,4487028,dnsrslvr.dll
2019,2,4487028,fxppm.sys
2019,2,4487028,gdiplus.dll
2019,2,4487028,hal.dll
2019,2,4487028,hidclass.sys
2019,2,4487028,hidparse.sys
2019,2,4487028,hidusb.sys
2019,2,4487028,instnm.exe
2019,2,4487028,intelppm.sys
2019,2,4487028,krnlprov.dll
2019,2,4487028,mf3216.dll
2019,2,4487028,microsoft-windows-system-events.dll
2019,2,4487028,msi.dll
2019,2,4487028,msiexec.exe
2019,2,4487028,msihnd.dll
2019,2,4487028,msimg32.dll
2019,2,4487028,msimsg.dll
2019,2,4487028,msjet40.dll
2019,2,4487028,msrd2x40.dll
2019,2,4487028,msrd3x40.dll
2019,2,4487028,msxml6.dll
2019,2,4487028,msxml6r.dll
2019,2,4487028,ntdll.dll
2019,2,4487028,ntoskrnl.exe
2019,2,4487028,ntvdm64.dll
2019,2,4487028,pdc.sys
2019,2,4487028,processr.sys
2019,2,4487028,setup16.exe
2019,2,4487028,smbwmiv2.dll
2019,2,4487028,srv.sys
2019,2,4487028,srv2.sys
2019,2,4487028,srvnet.sys
2019,2,4487028,srvsvc.dll
2019,2,4487028,sscore.dll
2019,2,4487028,user.exe
2019,2,4487028,win32k.sys
2019,2,4487028,winhttp.dll
2019,2,4487028,winload.exe
2019,2,4487028,winresume.exe
2019,2,4487028,wow32.dll
2019,2,4487028,wow64.dll
2019,2,4487028,wow64cpu.dll
2019,3,4489883,acwow64.dll
2019,3,4489883,adtschema.dll
2019,3,4489883,amdk8.sys
2019,3,4489883,amdppm.sys
2019,3,4489883,appinfo.dll
2019,3,4489883,arunres.dll
2019,3,4489883,authui.dll
2019,3,4489883,autorun.dll
